"bearer","total_share"
"a00a4ee7d71800a5723c567cabb4745e89fc14482e4b91a94cc6374e3ea96bd1","18"
"a0054537912cf7d428c75a4a11b028680aa458468993946afad13a2cce2286e2","17"
"a008ce86fd215a73f89177943da962501578ee392a72abb20b50167a5b407a6d","17"
"a0075a756c292b778d46a650c87946c87fd9797a0191aba18563875047592ac3","17"
"a00bdbba3e54c27dcfef63db3a03ce90f7bfbf7664f5ebb05c1d752fbe000bf6","17"
"a00862faa31562242ba9b90936a0786713ca09351e5e3c9a78f3de7d70dc3739","17"
"a001647580ce4643601041015380b09baa28fbea9cac390a055ec2f25e765744","17"
"a00abf2888fdf1abb5bc5492d22f9fab0095078709268479831b55e657bceddc","17"
"a00ca47a5fbf71f15a19b7130bcc416d2f31db9c129b97e38488bfad8fb7bd69","17"
"a0059dc818ce933734d837fbed5df536f985cee2becf84a6cba794c9c6eedc9a","17"
"a00451007b7ca970bbe988819e06f91464ed0adde00ea4d1a77fb4fc0ccde3af","17"
"a002d861acdea4cb769324e2d99c5360ed0da46a37963653505ac9d2cb002c4d","17"
"a006653d969acf4588b59428af6dfe74669ce27cef644554d7e4c79a44a48ce8","17"
"a0069c43a6b5a536d6ac328530c0d8d78d4c8cc8dfed8803f88593c0612dd4cb","17"
"a0065122d3f456cc46e99bcfcfddaf78e02730d0a8720f61b3e6a32d1d05b1b0","17"
"a00c5411fbafe09ffcfab0cb446eccd4829ca5b3a6ce906d8b59e33f74425c04","17"
"a0017c8cdfbc98448622e2b178f3812013efaeb553af07846a76ec66e34ec977","17"
"a008c6892b59138912416cb2c3729acdd95ea9c7215b12507e570c2022c629ba","17"
"a00d1497952002c1b1900417bf9808ab714d230ab6dafea47ee7f219bd142fa6","17"
"a00f065c38f90950b4039d5db2faaa4d89d383048b1a3891706735d6bdeea60c","17"
"a005bd077265e4bba82bc462d1d64bf31d6cff13b4cb19fba0df8a79e60744f3","17"
"a0064afaaacdf29c18c04c5ddeb2d5ce1e3d7dda3ed7c2ce269e8c78813a1d19","17"
"a00f10cf0a319c0a3aa0a58ec51c759ccfa07cae21472a0eeee98f43cba39e0d","17"
"a00b96ceb4a908b4de67ca9ce98112c29acf37408e1e0648da3e3eaafea324a4","17"
"a004b3c580de179fa55a8596f94197ee272281dbeea243105505d81d58534514","17"
"a00bedc45d6fb0b98f8a81ef833cf462fc727533c1544a78da977a543de63f5e","17"
"a009bf0b6a2ce3ee4be2ef76ad283e9e283db7aa503628dba1100d2c847c39bc","17"
"a002d27d667c79bf732ff062f9e5aa801e9722a20cfd79524051e1b73f185d40","17"
"a00b2088d0082c26d539ba084687e88be776200d282b8c2d11fb86b6d53d1f07","17"
"a0075c5a49e7227afc6df91dbde2d878c64a0d5e2823edd8d819372071f4c25e","17"
"a004f0072b09f0bf734160eceb6fee623b37f4ca588e5c5e77f83267d9e95c42","17"
"a008b7de192681374eed9003e9ec314226932030b3559fb4115bf6735b0549a6","17"
"a006a320a25acb4dc4c7d8ff651cd988df9dd4898955ae4d08b4f8d1e162ad11","17"
"a00f523899e99c50043a6361b8ecabb6adbec9bf4c5be743c02a9cf59651e5b6","17"
"a007510b6cc02caa469250cc1d0c609d6254137406c1e65cae22dbbd0452cfef","17"
"a00ed740e7642668a9e48bcd7db8f1c4177025ffbb7ee4ae3ddc97bae447179a","17"
"a001b5199dc01dc0faaeabfa37e63b65d8ad93e903c3f9598ac5ee886a661747","17"
"a0039059c7471f689b8f25c81dc781353a7eb2a26e8b98feea76b30530b9fec2","17"
"a0010c757b71601fe947100de70d4dfa4d46277eac49571a8a6eb1b3eed5d0c7","17"
"a00c9e7289e13789f45798527399373b9077a567fdba81b076a5b5951ecebc84","17"
"a0005f09ef26aedcb3af9c1d4364b854823093375d47fcc45cfd13b2816bb9c1","16"
"a006bfe30966934992ab4c6403e956288fbe37cd40a3b6e871c1b0bc3fb9cc10","16"
"a0084ad20ba8a34f682d913f2b35e809845c2eca44183f976c49be7f30644a85","16"
"a000f0482dc0ec7729af4458784c5509c1ebae1ebbfdcf122e28a18c2d0dff10","16"
"a0094d90e080c0d1fadf06d8539d34d79c383de41841cef84ab69902bdc26662","16"
"a006dc420be2f7531896befe1ae56cb6ce787893539386053b1107878993b3ad","16"
"a00003fc0a8a454619cffcc2df173772fb3342e95e97d6b0ae726632b8514a69","15"
"a005cb2692e48afbff645328ce02becb492469f54f543af4fd91bbc57e959f27","15"
"a0070b4d10fff875063ae8b364852b8dafc5bd89e255784e375b60484a65b89f","15"
"a001daa49b5667247774c0fb8d433d774f0b790fd6cdf865db1d95fe67642f10","15"
"a00a32843255de41f195c1d6a71bcd3d952361141f391b7cf2b306091d0ed294","15"
"a006ae31f0be575b215fe61d42238bca63a708ca2a0557d2a2481a94266642ef","15"
"a007704359e602c2c33cb82fb67d72e5c0e4376bac0516bdd5483cb157983658","15"
"a000692660e6345f928df83f124fb66c90dcff79837c77614efc97a81326aa6b","15"
"a00bdfdb85906c48b4a2ed9b8f242d586211740b7f4270f443ed5e86b09fe324","15"
"a00cab804163ca34e9faceb4aa3d5bc1971ee936e22c4c7433a79b5c4f52bd1b","15"
"a00a77222dd17c020413ee25f4d56ab7e4c460dd375baaceef88bbc4be8f758b","15"
"a00488f781e19138603562839c1a062d857be2ee513aa4afaf3cb85081363c73","15"
"a00d6aed31ff4e258b198c541790dd121c9ff3c5783b2a1a966ce2ab22063179","15"
"a00b9f5c7bb3c38a9eac91811c7e8701a159e0e5325dafcf1b9b9b3eb0dffc89","14"
"a006ae96b034f8a39d59b2ba6a98edb1985902b9bc06a572025a8b53d2f6e876","14"
"a0023740170139d064ddf3c7a337857f0a71900ff2c13012299d036c198cd9fe","14"
"a00fef1b3d1b40d6fd0602055b46d68d9df86d6bd669ea1d02458a7eb9d73a46","14"
"a00bb91185032168702d27f45f56a696f3236a60a42bd3a4265c760cd5d0f0b1","14"
"a00709f24da7d9767e98ed6870699fb729955465b6874fa21299c4b7632dd4d5","14"
"a0004d72b69c7c172bc4cda49ca1f54590969055e2041db42b21ceb8b0b05db5","14"
"a009c8d77110a6885c26d1c4e01da0eb431875e8fb71c5f20402bd13efb64283","14"
"a000a6f1d88dd920f93c339d682ec6a0a54a4a3b2c8a4982d79b901ce47109a8","14"
"a00c5832d5c543552c493001d1a4d814a03cebe01dc6ac845d058453e23a998f","14"
"a00bd129110b965bad3f8de3fc801b93b9c3caf659efb30d3df6fa720ac81d2c","13"
"a00b442ea8263e2f8dfecb212c3c40ec2d00530b90dbe71c46eb72273cc2f21c","13"
"a0051e2802a686e8fd051404ee8a46ba775e3f8fa62d68712bfef7798d21d70c","13"
"a00afc2a24e1e9f46bb22096d809746cfc478b576bab2354b15a640cd7fdb85d","13"
"a00f44998f4620b8643746d2c211813105c30b86a9fb8f37be38caa71c7b8fe1","13"
"a007d4076b3fb64f686e62e9900dd1082d6f1b5b11ed517866118d5cd695c827","13"
"a00e98c14bda628442a19bf7a1bd07b8532f8be99a82dc957ba6ab1a13d0b160","12"
"a006afcb2ed518db4e6ccf1b7569a55074b3f93a4dec1d1f03fca364d97d8504","12"
"a00c56da7f0ddcf0ac521e1467be769b663bfaea6495b2b444837d86f7efde03","12"
"ae09f8d5e6e5b5cce806a0fd784a8738b8b69297a868298dd52947f9ce8a843f","12"
"a00d1048e6f6fa2e2b0ef4e4a6e9ddd9257df156296dab4965eb1b03585e9ba8","12"
"a009de8ba61467f809dc55c822fd838f633014de20ab13c4548bfe267c8c28e0","12"
"a00a762ddeafdfae538d8bcec0334b8a9bdf6f6d6a0a3bd48edac0aa2869ed66","12"
"a003f2523e90b51e4f8701d0b0225766ffde770093980ccf7875509792be1bb7","12"
"a00ddbd2d358c1cc14a5e56bcbb54b7c414b13d5267ac964ff50103cea14b95d","12"
"a00427c528d5abd4c09b91aecb3d4dea2b58a02a69b3e43fceadc0139a648530","12"
"a00f707246c180857c3be0d788c5d0bc93bcfe98df3152f172c32b977a4724a0","12"
"a00823f1a9a530614f87901b8a4515dc70c5a8db79d06ae3fe7e14dcd5a6df6a","12"
"a00a52b69e01ab6199992bd8c7f4e09b92a225fae33a667ea6b330662b54602a","12"
"a004810e28aa9d98366fd6e56afb6b83b4cd583ed262fa221f29fa2ee90df581","12"
"a006e0b3153378be481632f933ce507b8b0f58fea4e92cc391f8a8537faae080","12"
"a00e14a819edb833ffb02bfd46b2c94c413975841aad90a2fd7128154b1cb3d2","12"
"a00d6c97f954d13c9f390201cd159a19db1c255c99085267196cb648d21e800e","12"
"a00a79446fad98e9d2deafb24ccc8df787511d8a457197c3e7fa29899b1f58de","12"
"a00154ae7dfb2d6e348c757ea23e8cb3fd7df5741ad064be7ed20df28b97e5c9","12"
"a00c5bc1ba9f367a2812ad44c2954fbf44c0dd028a65c6534d997cf8900220f4","12"
"a009b61991254db44b63561ad2182bc7564d15cc6bd622d848ccf6b8610ffd74","12"
"a00a7ef91ebe535de1117100fdb7776ea80d6d667a7ac06746948a7a00403f7a","12"
"a00c667f9b20f3b304a92ff1fa1b88b07116f08d84142b968723b0105aa853c1","12"
"a005fa4f0af6c88be37efc670eb5399cbccf1758f5be25d1f5fd684e2de29854","11"
"a001b3ff800b734b473d4330801a471422dcaef1ccb75243bbcbc7803958fda2","11"
"a00416ccaff2b39bcff7056c974d08d76d450d6420983781e5465f4ac044ac66","11"
"a0045d5d3b698628543f4868eb892349b1e1ceb3284ca52c7645b30f60bcad64","11"
"a00c6589cb47e6ec38fd987c3f4b975580e21acdc1990ee0030c3deb0cb0338e","11"
"a0067036311595dab92122b11ed36214c859cd025f25aadfc1b9397532547374","11"
"a006c279879d71dbe1031098138e5b982fe648311a5028f04bf61a338d1c6a33","11"
"a00e984f11f5ac34d3c907b29c40bc8fe0f2cca02b8b281f19fae57701760d2a","11"
"a00c1d8d8011cf9444c2b2a9c68b353b2e0fa3455296e6178d0363f2b2936bfc","11"
"a00cd5ef35edb8a7b5c594e1dfc2f9723338ef74e0532be0db473bb7929189d5","11"
"a0085bd17a9f2504a16572cc47d122ebec7f8acd6c51f3c85c3cf381d174a042","11"
"a00623f01e30a2ca93a2e2d18cee2c5f19ac07fc634d1c30e94610d8a59993fd","11"
"a002efd14d80200260d02854193b139acb781d51d1492699cffa0a3a0cd050a9","11"
"a00b37aa4265d29e1866dae3f8308ba7ea73ace9c35e3b703d89ea89667fcbe7","11"
"a00b9d69557345da2ccbb6274348c4bedcfdec14337c505b91bfdd18c674d64e","11"
"a00bf394dbbf8358ec9e03e58ed68922bf5dfe76b095bfba4a5433586fab9835","11"
"a00495d2008fbe54464800bea2004b491872084b58c5142121c5b74c57b507ff","11"
"a004bfbf9982748cdeee2c95d93a9c777b20de290b50a2c13f97cf595156cb8e","11"
"a001b713559423e692e042381f7bf88608b6ad854be7fb646c4d6e294a93a1a7","11"
"a001379563ec68719f1913f82c3e7489dd6d17d5007bf8aa64d676e6ed561a45","11"
"a00d798ddb74e9d82478a835a4ef462da110da7c74a693e8674bcea46f646dce","11"
"a000ee0514a3cd6f65931af8924d1ecbfffa1d01ef7499eaf55015716810e1aa","11"
"a001d5b7e540354dcf5945efe5ff3f4fcc4fceb08acea0f92994290599ba87d7","11"
"a00962fe70fffb5122339c5678a26c2d1fc70b4d2554d15375415e84ba4670c8","11"
"a00a0e30452be08124e126e9976c37583a68d47827abc7a6d6b2e55fd76aa377","11"
"a006f05aab1b9aceb9ba010f06068c9f291f2fcbf299bfc40b9631372f3d0365","11"
"a0002fa053e1e1dc660e3dbe1bddd01e27c8131756db1cd1394118df29109e1e","11"
"a00c668cc3a59441da211f22609eeae77fd61d0d0ac5e53191b8afa1d051e8cf","11"
"a00d04b1d1eb6bc47984bb9d14abd4f46e914a039807585f6a3470a388dbc59b","11"
"a0040480fb501043856653703511d137c4c25a006f1adc16a7714c058b45b0d8","11"
"a00b956e82fbe617a71cef3dfe90a721179f9af437a7ad2ae430c2c7394e274e","11"
"a00f795f6c2aa2e98151f8aee34ede5fe9b6fe3738ddf55a9821db6e4799407c","11"
"a0051abc3d8fa8aed1ab006988efa3f00cd2a053c64bd609151df4966b9e1566","11"
"a00ad72c48d800a1edc4129603a676a9e13dccc879ff3567261c7bdb4276f9ad","11"
"a00b3cd90bb54f6b9a84d9010d3b998a6bad7cd150237ad665591f4cca89885b","11"
"a00670c86099dea092e5ba0c49ff01da120cf4f37528b960acb3d4e3bb6b54ad","10"
"a006a1e916df86209a6a607094788193ec9a9bd5f01716282c9af0acca0e574b","10"
"a0042b4ab7a8c1299a6b1e36fd6b0987111aa66713b3ab4bd2f403527682f96a","10"
"a000ec41370115d831542d632f41ca7ac88d048d89d596319732822f2cd1f766","10"
"a001974f9373830a8fef2b856b709e30dcb02630ae6bed03a92ed90f7aec75bf","10"
"a0036d3d17c28b90dcf4f11a08af96d41a018466350195fbd878d808e157b8f3","10"
"a00acf4d3ddb78e60ce614c7ed9a865ad88bbddd9cb202bec8865d71c0e74ff9","10"
"a000137a99ff703b03ec2acfa432515edb66baad99cda78197799b762d2e8aa1","10"
"a0015383153abe8fcfa058a01943aa586e71066aef882646cef2a3da438a7251","10"
"a0058478cf18ec539948ee3e17dc9740b98fb516e43ec3e4fd48f04dfed7a32e","10"
"a009c623497d27ab223b823e113297c799657e2916f9a4a7a75aee7e15596ab2","10"
"a002d8daa0a6957b1b537d9d80551105f8008e631fee85b141300bdef80b193a","10"
"a00eaaaed2f25f139fd5f64f6a2a6164d693183a227493bf527aca7034a47c52","10"
"a00f91d10026f368e434cc846ad59bf7827d1ce644a3fabfa03b573306aadee6","10"
"a00fd5af4c22b061a750818812633058c434fd119fbebab06a2e0234e724225a","10"
"a00133aa419f114e9212ad248457e3603740ddb73b9d95f0aced45355b64300b","10"
"a00da16dcb044f77e4ba394ddb0dad8a6110ef4c33461fb198c76bead587cf4b","10"
"a00a8f85fe3f26f7464f9ab2f92e1d7ac548a71fd3b3cf27200d71791e9b3ee0","10"
"a00ebac6347e4540a20de66c03158cd9e3c2b2eae439f9c46a995161ed6cd9f0","10"
"a00f7832d593d8e4dc21dcf97bec8365ef22cdee34dce72937dee15470f7686a","10"
"a00dbc5f77de72c00750b8579007fad06902d55c2ca81713280fc2867aeb5c14","10"
"a0032c292a74010d097067342b83b2286e38f566f66af436f57f934e1cd2d4bd","10"
"a0036c78af76437e0bfdfae8543e4987125b3903a459c150dd0e27ac33153e15","10"
"a006dc224cd76db5a528ea91b459c9eff51db743b29a32b4b19d4f2962f09056","10"
"a0009d0e16be1ebe6641c2aaece01a2232c60c238858693ab5b8b986f2a19477","10"
"a00bc73bb57230ca96f6b20acbc0bfb8b86e9f6d545451e91918b36194b4a2cf","10"
"a00fcd9792039f151395d232fe6bc95d4d755b4150e1f05c61f10f57f714eeee","10"
"a00fefbf7ccbbc2e2cc3f44df06045b4b7a4b539fa916dc3c847e9fe3c5f12e6","10"
"a0017d39cdf7d4534b2da804121b3c08d1eebf6f5f17497c266f1fb64cbd5fff","10"
"a002562f7677c8dd627b1a95b8c608019944939ac2d9139bc7f248b82beb60e2","10"
"a006842ce841b07029922592727761c2a3f9383950d97b4bc661ec947d416eb8","10"
"a00e0668790065b2b5e7e5ab1e87d394621efed1a6d7b0ebc812a510ce9a7b9b","10"
"a003cd6903cde6ca6ba69f919423eabb3c5825b34125ac5fcf504d65040714a8","10"
"a000241474cdfb9416bf90d9bdbb72f362da7f16016fb540ecd4e51527bb0b62","10"
"a00cf818da833e73baa9ea6c3f4794b615fae02796c2671b9403a6a2d5df34b7","10"
"a0060997a31ae7119b338cf2574b469a84241308cd3adb371fe68a07146315c0","10"
"a002e0cf56cdd1b23a133aac60faebb4370573236faa74eadc20e77c58fb2573","10"
"a00e933c9759c65e554abe9c331b170ca51d3d039d305aabf38424a792741818","10"
"a0072e5df5bea7306fed8f21278c57173ac173e22ce4fbf1b933f741d1958ea8","10"
"a0075e7acf48cccf42e362319385317d742d991cac9b84875f8edf194cd0fd83","10"
"a00bba725735027771de3e364b2b73aef1d911dabe8bb29af6fea4dade1155d1","10"
"a00fb17d382a2c2d15b12ef62bbb4bb0e00a502b432dab9810e60b2c37cdd0dc","10"
"a00c4cbfe53e63bdec9910eb1b276e713051e5f9584b71dbe8e0d6b5431e5e11","10"
"a00cd5376c7b595f71b03eef6356fa2b0bcba5d1f7b8d1a7ecaea899ae9c5cdf","10"
"a00200efc9368b213b76b7e9aaaae335a2017d4aded08458a00cc572b60dc29c","10"
"a0027661b73368860133050619c8efdf622379dbb073587b49e9a7b9a7be619f","10"
"a00a26368df7d3b074d186b15263390024ed88dc88eec587c1b3b14ca4236339","10"
"a00794246f1194c3e8ffd6c74defb4998939a3cf19a094e1c01af4edd2e21368","10"
"a00b61d9e4e116f31d38847a868afa5e0b00abb2287e2ddd7f2d33105d9ec00f","10"
"a00fcd56d81a3d48e1e7caae739030a8e6322fed4a37dd4f5fe83ac06742e2db","10"
"a001d61d452a02a26f1a13a746b7d988b8b7c47f48cbb77ff5fc6c52501ff56b","10"
"a00621b5b41390d5c0617258265ed78d5ea6fd4576d7d12ead66f47a0a191b49","10"
"a00a07dfc2ac3b6bcccfd1c762487673a29ab3ae23ccdcb7b2a02fe848fa9b9a","10"
"a0037045884e84dc8a5564220e9e6762a0d8d184a76c7316d261bf06eaa7f84f","10"
"a0002349c91c769ec3ebb83b76379309e1c22f57148cb1294a80b90ab3b4640b","10"
"a00457b09185dfa7d3039084abe57283bb1a5c6baf6d76e83f2c612ee9a18e23","10"
"a00b6e027c7677b81a1b5c1a57c46cd540a0565b4dc2b1292f7514ac05371f89","10"
"a007d5b21c4b9e0a1dc0c0e24e773acaed47430a238d71e25aa50c9b8ce742ae","10"
"a00109b023bac5a362cee8b620881054c6ee2597ad4c96183b8873f5a9979ec4","10"
"a00608f0c4a8f840d4041e181155fe5d03fef7f5f7c879e3495361000b14ba08","10"
"a00e7d681d463abe8cfd3ae1d58bdfd4caac3327c3bd67310df15d70f334af4e","10"
"a007b4e75e10852e8614dc52f614a95e4f416b53ab9b3027ed58d5fa88855f33","10"
"a00b7e0680ff13e1015add1e953eb3afa6840fbe4572b851459b5de0a56e9250","10"
"a00847ef4a96687639f7b20965a3147bdca8cd59e59b9fa3462c865833e735d2","10"
"a00ca0936b0b5e5f5cb966a39c59644692720c680b46e09b9b89342358e0e926","10"
"a00cd4c87b43229d6bd7f8b98ea90b9a358b76e22951205a6600e0aab628b934","10"
"a0032433429df96cb02ebedf2ccc5552eb82bebb685716f2ce1f37d36445be36","10"
"a0036344d13f001d69f39c1737105fac6a1ad7bb9251e3e33636ae9b105a5f9b","10"
"a00b15e2fe32a91947dec946f4b9bc30d3540b41d866572e753b61d000271caa","10"
"a00406fc2103f9c0fe0653df1062fa10f1153dc4c5aaece6fc1b3d655b243b36","10"
"a00765ba11a99812556ddc38aad7f9f3533d9b346cc0a79c2d308682d983e3b2","10"
"a00b37260795e26d224d4f322ae2ed57898c5a2a717454a4561aa95af9ec1de4","10"
"a007f9e507f807a37dadaa9872f85746bd1fb1de3ef018ca78ab4087d5035a90","10"
"a00f7a963e7450235bffbbf0e82f11aaed1de507dd966f64da432f2f7fbab2bc","10"
"a00c25b2e305d41b026accd5d42edfed3043e7af7b509f17185296b31e7a11de","10"
"a00a0699c2b9236432e9afb22abdf829bab51f71c2ef69cca2dcf94fc4e67464","10"
"a0065d5c211b2066d91d006a2352032828d59e3d80d2e3d464cb6051f7546681","10"
"a0067c3fc6044ef46cfbee2df17c1b60eb949a84da2f88aaedd9b3203d410cba","10"
"a0048af927625dcaba704d262a272e35bcd730c0c6e8119decc0cd03f1d91cf7","10"
"a007d4b37990ec14ac30c14387a3f52e73266d668c751a82622d2becb3ce23b0","10"
"a00bd28c7f785aa14acb88d263db22ad74b08661a38848116dedbe7589bba113","10"
"a001042561be19533c7b8d5eaa8c6e95a8d7689f2037bce4f23e8a455da3ead9","10"
"a001b66576bdfafae493f9a0a607d353ec4ec521643b733622b4645339845efa","10"
"a005b7746311d468edae711a82b20d3ebb2fdffab04fecf2ed6bf405f5867397","10"
"a002dcd5853a93ab09df1e1189ff840c56b2937aaa6284074d1cfec19e3d6ff2","10"
"a00e3a1576cefad7f8fe2caa39ddd52d7d21461e7c247e8f9c9820b1a4ef2911","10"
"a00e8e713a144cdb96005fac9664480179a893af44ac91c51bdc42b7ea377b8d","10"
"a0072ba81491512196890c209b2735537e309e1944c5bf21b0c0e2c457477a37","10"
"a00bb594977646f4786709f6ab0e14eb65f7e5c1729382e4d26ee093475ca719","10"
"a000c6e13608dcc182ee5e89bf11ae77a9ce7177a626374b5574218c3d1aa97c","10"
"a004c80510124e782673ec47e0c6d07af82d83f97e1a932b314c48449d0bb648","10"
"a00fa54d2970373878e1bb8069b07cbdf144f582554aa2ed53572c6b48103e01","10"
"a002b7634e01203bb96897b524b2158fe9ffa61dfd94c48ec16577c01405fae7","10"
"a00b1307d33e93018c6797aac859708436d2765fb60b43ad6ccdd4054a76ee33","10"
"a005454fd38a5a0b21d5e50c03c4ddb1c2b30f0c4a80fcaef7488f97589a3934","10"
"a008bc5a75bb162a4429da179d0c00c0d597da45e23e300fd2665b3137ed93d0","10"
"a009bc4b5f2470da23f67e0b4c57cd789069ad379fe279816f6b422224e220ea","10"
"a00018c7e6b015f3ab2af2aa1c9c9135e510ef230542a8e26b5c2ac5b683bd19","10"
"a004bf7f453a1f3c5d96866b6cd9b06650aa5960b8c9a862b9436d1cbd2793d6","10"
"a0012a760b4a1ea90030de98728a7ebfde488a39c4f492491bde87178ddc148e","10"
"a0085d1737dda9c11b558f516c2bf68d69e9540f43919634b685c6c003f584d6","10"
"a005541d8a08eaf47e8e0e4f532b6f9ceaaa71fc02bc34b0bd262f0951cdb31f","10"
"a009967476710ddbd5cf3ecf966a77d711ee54186254f6f9ad0d1bd6ea08995f","10"
"a00a62ec7a1c52f5801c138db351c2996210b5e45497042dbee58f4af571f459","10"
"a00f0f343c09ab9bf892e12e1eda5334e1509bab7979566b670882f0b7891125","10"
"a007a815fd39db9bb563ca72279c5cbba135768ab08025e4dc4cdfad58a0c063","10"
"a00b78916ccd5c71b58d94b855aeeacfa7536da6dba20944ac43dd681849c446","10"
"a009b36332a2031e45f869d43e8f3b8033115732a292d8d4b2087dacfec6ed49","10"
"a0026cca3577ff4efa920d79799c6a4441c4e09e5f4b5e9dc4827cf5b70ed3b4","10"
"a00e3eeeaf4882aac2bbb8915c2b00fbdaeb3109c7980d498096d506cfb883ca","9"
"a00682ba9659607132e0483fca306ce6afcde9f9cd3e9dc65b2c64901ac2f5bf","9"
"a00e349176f32b99909a7cc3de2490f72baa3294eaf4f5b03261ec201aec5c37","9"
"add4776a55a45a4fca985e30d4db8656245410dddc9c43efe6cef364125ec4cd","9"
"a0044dd3d0f125e8932886f355dbf3f43a6fa887eb5863ab236415a5fa5abec2","9"
"a00bd1bad6d37b182115dff61ce03f9cc26392647d9c828f78ff137e9f7dc22e","9"
"a00cd65b805ed2ffc777426dd3da5f14c8b5c626fc84e854a3ff8def89720e5d","8"
"a0012a1707f6036f6aea85044d3bc06b74429a54238a1dab092878a4446f309b","8"
"a00292175c060bab2e7127c286ec521f165e5f74302d4c3337437a1eefcf2f2b","8"
"a00c04c5619ad43081f04286551dacef80216ff4e8a40a28b1ac873a47d0412e","8"
"a0008f6f4e0bb7011fca6d00e4487183a9d926bcad29991753af6a36279a4779","8"
"a005bd88711a6f88f4430a09f0c4139ab5848778785f5767e190a046ef3e96ff","8"
"a0063592810496fe8aea67ed325a452ea6103e49d20e473bfbf6a98def4da458","8"
"a0092e24254af1d348dc7015e382c478904fe13ef646f7e9377f01110ba3512a","8"
"a00e491b2501ab63cd1d63bc3290c5306ccf322fd8b309d9b04ff6166b3e8c01","8"
"a006b0b8c1eddfe2e13a0f8ebe6da4d4e10f2edaf39a390150dc37690cd68cb7","8"
"a00aead7e88d79dbf9a6b63d8c1cea99a62b7fe7db8bd33677cef364b01b69ac","7"
"a0065808e3917c3bd726a3f895ab5fcfbc626c27f37e09a0e4930edfdf63ed66","7"
"a0040b35707caf74650a8a2a2d3f5eeef508e1d2bdce16e49ccb01e5e824885e","7"
"a007d3ec8ce23d67b817ea3367571237377c6a060a65e5418c0ef8a487721ea4","7"
"a00bf6d7f6e9c0ab621340abad9bc90c474a48173e9a21d1e087965e755206c4","7"
"a001ddde2af631246365eddebe2e9620066cfa09832efec68b7b86acd57d4d3c","7"
"a002593db609210d5004ae315608876204edb22d17a7b9b98e0ea0db05fd746f","7"
"a00b046faf0b9c26d077143cdf77b11e4e3471cb747be44cda7e8a0023bb82e9","7"
"a0084d5371b7a4d0d42667b33cba23cf6da3f33b0b95136d70c8085957d98623","7"
"a003b2c2d91c15414831ea751a1a559ed2ef7e1c2011f5890351486e3e38605e","7"
"a0030258343312b46a7d87142db383ae1be39e9e43b62a21b8ec17ce6e38d861","7"
